duc7.sparql;825;637;640;639;
duc4.sparql;564;177;247;170;171;303;170;
duc2.sparql;1264;613;612;618;
vf4.sparql;4140;1887;2203;2212;2207;1822;1839;2191;1831;1835;1813;1875;2300;1815;1889;1810;1934;2196;1821;1833;1835;2219;2218;5077;1939;1808;2256;1815;1857;1827;2001;1811;1882;1814;2192;1850;1858;1892;2190;1828;2191;1869;1798;1824;1866;1817;1800;1823;2190;1812;1829;2040;1803;1929;1816;1932;1932;2209;1875;1936;1812;1797;1925;1806;1807;1847;1874;1942;1805;2248;2187;2263;2192;1930;1814;1823;1931;1816;1873;1875;1806;1824;2196;2022;1912;1817;1907;1816;1872;1813;1934;1794;1939;1871;1806;1839;1820;1874;1810;1822;1872;1826;2043;1811;1971;1943;1942;1877;1915;1803;1791;1810;1807;1811;1926;1842;2028;1828;1867;2187;1878;1808;1814;1804;1820;1794;1817;1866;1813;1811;1798;1816;1829;1801;1867;2188;2044;1814;2182;2063;1810;1809;1918;1872;
sd3.sparql;106;18;11;
sd2.sparql;21;11;14;15;
dp3.sparql;99;17;9;11;
qd3.sparql;909;1015;866;
dsv1.sparql;24;5;24;7;4;4;
qd4.sparql;1057;929;1020;1015;960;901;
dsv2.sparql;102;16;30;12;24;23;23;
dsv3.sparql;61;8;5;9;4;5;4;4;5;
dsv4.sparql;3420;2745;2751;
qd1.sparql;25;30;22;23;20;
qd2.sparql;445;458;
qd5.sparql;533;487;407;
qd6.sparql;1028;1016;1014;1015;
dsv5.sparql;3360;3181;3222;3303;4994;3184;3151;
dsv6.sparql;581;531;
dp1.sparql;12;6;4;5;9;4;5;
dp4.sparql;55;21;16;10;14;11;13;13;10;12;
dp2.sparql;23;19;9;22;10;7;7;9;
